@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
41937,1249968718,4,21920,30380,text,non-multipart,2,0.04026846,0.08808725,3.03594528,non-spam
40795,1249978204,3,22338,30729,text,non-multipart,1,0.03013183,0.29378531,12.08627651,spam
41593,1250002800,0,21759,30311,text,multipart_text,2,0.02825429,0.15539859,14.12331935,spam
41698,1250002800,4,21357,30646,text,multipart_text,4,0.05026657,0.13709063,15.20324566,spam
41903,1250037232,8,20995,30886,text,non-multipart,28,0.12057281,0.07708754,63.13551017,non-spam
40757,1250055221,8,20244,30700,HTML,multipart_text,0,0.00000000,0.00000000,0.00000000,spam
40091,1250089200,12,20484,30612,text,non-multipart,16,0.12450909,0.07418182,15.31343342,non-spam
40479,1250089200,3,21760,30002,text,non-multipart,3,0.02518363,0.05771249,7.30861197,spam
40796,1250127000,3,22337,30750,text,non-multipart,1,0.03900000,0.34500000,17.18188233,spam
40915,1250128950,12,20509,30673,text,multipart_text,3,0.02648475,0.11316212,30.25506644,spam
41889,1250150352,0,21114,30874,HTML,multipart_text,4,0.01069114,0.00400918,4.59648779,non-spam
40939,1250157087,10,20116,30275,text,multipart_text,2,0.01526718,0.18177481,25.41472306,spam
40792,1250158148,3,21076,30716,text,non-multipart,6,0.05597015,0.04384328,11.47367802,spam
40940,1250168351,0,20116,30154,text,multipart_text,2,0.01524535,0.18151501,25.41472306,spam
41308,1250235600,4,21960,30264,text,multipart_text,3,0.04545455,0.11298701,7.82015601,spam
40237,1250247401,4,20107,30143,text,multipart_text,6,0.02009852,0.06502463,37.02469523,spam
41026,1250249680,0,20613,30194,text,multipart_text,3,0.04531722,0.11264566,7.82015601,spam
40142,1250262000,4,22247,30671,text,multipart_text,2,0.03412969,0.11006826,14.33213124,spam
40130,1250262000,3,22062,30724,text,non-multipart,6,0.03695015,0.15131965,18.68887931,spam
41423,1250262000,0,21589,30245,text,multipart_text,2,0.03174603,0.12380952,11.63027714,spam
41055,1250262000,0,20586,30646,text,multipart_text,2,0.01889535,0.12572674,21.54756772,spam
41238,1250280420,0,21425,30502,text,multipart_text,4,0.02336076,0.10711441,26.97463839,spam
40214,1250335657,0,20115,30614,text,multipart_text,4,0.02335456,0.10708599,26.97463839,spam
41090,1250348400,10,20079,30647,text,multipart_text,2,0.01418125,0.11101263,18.58610011,spam
40547,1250348400,4,20236,30153,text,multipart_text,2,0.03173164,0.12375340,11.63027714,spam
41915,1250348400,15,21200,31261,text,non-multipart,34,0.17859927,0.05378020,16.09827133,non-spam
40063,1250398094,18,20366,30062,text,non-multipart,5,0.16210740,0.00000000,0.00000000,non-spam
41903,1250434800,8,22382,30886,text,non-multipart,26,0.11933926,0.06689382,48.94751284,non-spam
41882,1250443791,0,21750,30535,text,non-multipart,4,0.03705732,0.07228916,11.04229548,non-spam
40750,1250453392,4,20571,30080,text,multipart_text,3,0.04357874,0.09310003,14.37156521,spam
41909,1250521200,15,21172,30791,text,non-multipart,13,0.07224810,0.12132228,30.91454667,non-spam
41922,1250559000,14,20064,31262,text,non-multipart,9,0.02899025,0.08441856,35.41609502,non-spam
41902,1250607600,19,21909,30363,text,non-multipart,3,0.02354399,0.14073287,27.83873623,non-spam
41850,1250607600,0,20452,30534,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41463,1250651473,0,22087,30655,text,multipart_text,2,0.02584182,0.19028974,20.60350437,spam
41642,1250652176,0,21828,30209,text,multipart_text,2,0.01549015,0.11551228,19.27991847,spam
41907,1250676000,15,21201,31261,text,non-multipart,40,0.16358933,0.05699759,19.65273803,non-spam
41903,1250694000,8,22382,30886,text,non-multipart,24,0.11094159,0.06564952,48.54964525,non-spam
41810,1250694000,0,22093,30121,text,multipart_text,3,0.04357874,0.09310003,14.37156521,spam
41899,1250707648,3,21095,30872,HTML,multipart_text,47,0.19167555,0.06714534,33.01908980,non-spam
40604,1250714609,4,20351,30243,text,multipart_text,3,0.02879424,0.06568686,7.98283094,spam
40235,1250731800,0,22373,30176,text,multipart_text,1,0.01679587,0.15116279,15.85198542,spam
40043,1250742257,0,20270,30215,HTML,multipart_text,143,0.12643678,0.03406605,54.68707616,non-spam
41903,1250750226,8,22382,30886,text,non-multipart,21,0.09227432,0.06369932,48.01458195,non-spam
40047,1250758680,0,20801,30449,text,non-multipart,5,0.10648148,0.11527778,6.29336365,non-spam
41913,1250780400,14,21597,30707,text,non-multipart,6,0.02841678,0.09007104,32.36839011,non-spam
40074,1250782146,8,21070,30290,text,non-multipart,10,0.10165638,0.08574212,8.04750892,non-spam
40098,1250818200,10,21524,30423,text,non-multipart,8,0.08913793,0.12672414,22.00619341,non-spam
40391,1250825021,13,20158,30659,text,multipart_text,1,0.01009615,0.18317308,25.41472306,spam
41891,1250827913,0,21080,30876,HTML,multipart_text,31,0.32747096,0.02647803,12.26964839,non-spam
41259,1250833089,8,21996,30213,text,multipart_text,3,0.04639859,0.20150243,18.04186429,spam
40097,1250839777,10,22382,30425,text,non-multipart,64,0.20525049,0.06685684,44.09752656,non-spam
41169,1250848150,6,22292,30260,text,multipart_text,2,0.01792115,0.16282642,24.96570107,spam
41672,1250853660,0,21585,30325,text,multipart_text,1,0.01010101,0.18326118,25.41472306,spam
40603,1250853699,4,20318,30250,text,multipart_text,2,0.02308802,0.14935065,13.51965819,spam
41068,1250859492,4,20607,30413,text,multipart_text,2,0.01319381,0.13853503,26.87315276,spam
41674,1250866800,0,21952,30023,text,multipart_text,2,0.01318182,0.13840909,26.87315276,spam
41115,1250866800,0,20082,30186,text,multipart_text,4,0.03096956,0.10452226,17.44780683,spam
40476,1250928125,3,20100,30897,text,non-multipart,3,0.06451613,0.24462366,9.61393125,spam
41915,1250953200,15,21202,31261,text,non-multipart,41,0.17017327,0.06179279,23.29254047,non-spam
41924,1250953200,14,21011,30717,text,non-multipart,29,0.08124521,0.08961593,46.44749324,non-spam
41093,1250970918,0,20579,30145,text,multipart_text,2,0.03803023,0.18868844,16.01705147,spam
41828,1251032534,25,21300,31264,text,non-multipart,5,0.05443170,0.09572471,13.52400925,non-spam
41915,1251058451,15,21203,31261,text,non-multipart,35,0.16640907,0.06584235,16.35764964,non-spam
41903,1251088684,8,21056,30886,text,non-multipart,25,0.11364998,0.07188703,57.33017130,non-spam
41924,1251094733,14,22251,30707,text,non-multipart,27,0.10132446,0.07183402,33.71290816,non-spam
41483,1251127849,0,21902,30517,text,multipart_text,3,0.05472637,0.12686567,11.99090588,spam
40071,1251147919,8,20605,30290,HTML,non-multipart,171,0.43219297,0.01516873,17.91274352,non-spam
40100,1251163800,10,20653,30423,HTML,multipart_text,33,0.20467186,0.06431388,17.53557289,non-spam
41901,1251179530,11,21383,30394,text,non-multipart,23,0.13695148,0.11307616,33.89212497,non-spam
41908,1251189367,15,21204,31261,text,non-multipart,42,0.16055817,0.04867182,20.02206891,non-spam
40786,1251193066,0,20100,30897,text,non-multipart,3,0.06354810,0.24095322,9.61393125,spam
41902,1251196135,19,20001,30363,text,non-multipart,4,0.06314915,0.12214375,8.07494806,non-spam
41921,1251220985,14,20967,30821,text,non-multipart,33,0.11226521,0.07444956,34.95550939,non-spam
40073,1251230049,8,20942,30290,text,non-multipart,12,0.07861572,0.11222244,15.84218572,non-spam
40081,1251239238,0,21631,30537,text,non-multipart,28,0.26266906,0.05426104,10.33910862,non-spam
41386,1251248400,0,21736,30280,text,multipart_text,3,0.02862720,0.10605075,22.20238329,spam
40131,1251260854,3,22032,30750,text,non-multipart,3,0.02701133,0.08974731,9.36741014,spam
41918,1251276809,0,20622,30871,text,non-multipart,28,0.15027016,0.09205831,31.63208028,non-spam
41903,1251284478,8,20978,30886,text,non-multipart,26,0.11782490,0.07243229,59.85261260,non-spam
40090,1251286932,0,21103,30446,text,non-multipart,4,0.03180124,0.18708075,23.91909372,non-spam
41913,1251300922,14,21140,30707,text,non-multipart,7,0.03567690,0.11095604,40.06898985,non-spam
40043,1251325156,0,20271,30215,HTML,multipart_text,145,0.13925000,0.03539873,43.53894398,non-spam
40392,1251336600,0,20589,30482,text,multipart_text,2,0.02579853,0.08660934,8.04946886,spam
40211,1251344791,0,20115,30508,text,multipart_text,4,0.02334837,0.10705757,26.97463839,spam
41941,1251349313,10,21112,30385,text,non-multipart,5,0.04219745,0.08359873,13.01246521,non-spam
41485,1251379141,0,21425,30542,text,multipart_text,4,0.02335456,0.10708599,26.97463839,spam
41903,1251385200,8,20917,30886,text,non-multipart,21,0.09210526,0.06095936,44.42201403,non-spam
41914,1251385200,14,20996,31258,text,non-multipart,6,0.05499124,0.10718039,19.54059033,non-spam
40078,1251388266,19,21723,30855,text,non-multipart,50,0.16557619,0.03465959,14.06060131,non-spam
40240,1251422886,0,22093,30187,text,multipart_text,3,0.04352127,0.09297725,14.37156521,spam
41619,1251423000,4,21960,30278,text,multipart_text,3,0.04529767,0.11259707,7.82015601,spam
41221,1251426128,4,22336,30316,text,multipart_text,2,0.02812400,0.06807287,9.08670769,spam
40630,1251468523,10,20079,30545,text,multipart_text,2,0.01414990,0.11076719,18.58610011,spam
40215,1251471600,0,20089,30456,text,multipart_text,2,0.02811502,0.06805112,9.08670769,spam
40121,1251471600,3,21913,31032,text,non-multipart,3,0.06354810,0.24095322,9.61393125,spam
41892,1251471600,0,20924,30876,HTML,multipart_text,31,0.27345779,0.02288961,16.17427776,non-spam
41114,1251474420,0,21879,30245,text,multipart_text,3,0.02875112,0.06558850,7.98283094,spam
40511,1251509092,0,21960,30310,text,multipart_text,3,0.04527814,0.11254851,7.82015601,spam
41914,1251512411,14,21036,31258,text,non-multipart,6,0.05493352,0.10706788,19.54059033,non-spam
40918,1251513420,10,22179,30191,text,multipart_text,1,0.01678141,0.15103270,15.85198542,spam
41917,1251558000,15,21163,30791,text,non-multipart,27,0.07174173,0.13767580,70.02293128,non-spam
41335,1251558000,3,21952,30411,text,multipart_text,2,0.01319681,0.13856655,26.87315276,spam
41069,1251688869,0,21896,30665,text,multipart_text,2,0.03612479,0.12643678,9.27290189,spam
41789,1251699046,0,21617,30205,text,multipart_text,4,0.04452975,0.18771593,24.28230959,spam
41219,1251699664,0,21879,30261,text,multipart_text,3,0.02878561,0.06566717,7.98283094,spam
41911,1251721707,0,20623,30871,text,non-multipart,32,0.09516607,0.10218404,53.73321312,non-spam
41903,1251724138,8,22382,30886,text,non-multipart,26,0.11660837,0.06801804,53.90419819,non-spam
41899,1251730800,3,21503,30872,HTML,non-multipart,3,0.02013168,0.00227906,0.59190153,non-spam
41932,1251730800,12,20175,30106,text,non-multipart,11,0.02866214,0.06296852,17.38508879,non-spam
41071,1251757008,0,21952,30094,text,multipart_text,2,0.01320583,0.13866120,26.87315276,spam
41897,1251768600,0,21622,30960,text,non-multipart,8,0.11773363,0.11589404,9.54337345,non-spam
41915,1251796251,15,21285,31261,text,non-multipart,19,0.12515042,0.05214601,12.89878876,non-spam
40226,1251804784,0,21801,30653,text,multipart_text,3,0.07986689,0.14226290,10.16620281,spam
41941,1251817200,10,21107,30385,text,non-multipart,6,0.05111684,0.07216495,9.36850770,non-spam
40923,1251848418,3,20652,30176,text,multipart_text,2,0.03817915,0.18942731,16.01705147,spam
41882,1251875198,0,20346,30535,text,non-multipart,32,0.10309278,0.09047280,36.44114304,non-spam
41702,1251889367,0,21840,30264,text,multipart_text,4,0.03098046,0.10455906,17.44780683,spam
41091,1251897492,0,21902,30679,text,multipart_text,3,0.05484005,0.12712921,11.99090588,spam
40393,1251898403,4,21534,30482,text,multipart_text,2,0.03410060,0.10997442,14.33213124,spam
41910,1251903600,0,20624,30871,text,non-multipart,31,0.13421866,0.09020296,32.19787543,non-spam
40043,1251903600,0,20272,30215,HTML,multipart_text,132,0.10485024,0.03450068,58.10477833,non-spam
41809,1251903600,4,21736,30450,text,multipart_text,3,0.02858999,0.10591293,22.20238329,spam
40581,1251903600,0,21585,30076,text,multipart_text,1,0.00964320,0.18370299,25.41472306,spam
40216,1251929939,4,21736,30554,text,multipart_text,3,0.02858999,0.10591293,22.20238329,spam
40241,1251968074,0,21568,30553,text,multipart_text,1,0.01610468,0.07851032,3.73564345,spam
40254,1251990000,0,22114,30032,text,non-multipart,2,0.08714597,0.35947712,4.03355415,spam
41902,1251990000,19,21529,30363,text,non-multipart,35,0.07770601,0.06664709,39.55940575,non-spam
40608,1251990000,0,22098,30354,text,multipart_text,3,0.03643264,0.10815939,12.98153738,spam
41112,1251992987,13,22154,30544,text,multipart_text,3,0.02645291,0.11302605,30.25506644,spam
40886,1252020370,0,21779,30228,text,multipart_text,2,0.04501970,0.17051210,16.77249030,spam
41339,1252038139,0,21585,30497,text,multipart_text,1,0.00963391,0.18352601,25.41472306,spam
40286,1252067507,3,20701,30799,text,non-multipart,5,0.01902863,0.11743385,23.81694171,spam
40936,1252076400,0,21421,30203,text,multipart_text,2,0.01524899,0.18155826,25.41472306,spam
40612,1252076400,4,21595,30237,text,multipart_text,2,0.06207565,0.09020369,5.98737799,spam
41820,1252132164,0,22154,30573,text,multipart_text,3,0.02644231,0.11298077,30.25506644,spam
40737,1252144227,4,22179,30171,text,multipart_text,1,0.01675258,0.15077320,15.85198542,spam
41926,1252162800,15,21205,31261,text,non-multipart,42,0.17254240,0.05168280,20.79796950,non-spam
41376,1252162800,4,22266,30666,text,multipart_text,1,0.00817578,0.12187021,24.70698914,spam
40584,1252192297,10,21960,30153,text,multipart_text,3,0.04514187,0.11220980,7.82015601,spam
40072,1252226693,8,21730,30290,HTML,non-multipart,84,0.16276770,0.00377537,5.55642664,non-spam
41934,1252267615,12,20193,30106,text,non-multipart,14,0.04437209,0.06418605,22.67692368,non-spam
40980,1252293913,3,20701,30799,text,non-multipart,5,0.01902863,0.11743385,23.81694171,spam
41906,1252299278,0,20625,30871,text,non-multipart,31,0.12472648,0.09392358,37.08223903,non-spam
41921,1252304025,14,20956,30862,text,non-multipart,7,0.08060954,0.13582155,16.21065423,non-spam
41360,1252317788,10,21421,30578,text,multipart_text,2,0.01527082,0.18181818,25.41472306,spam
41921,1252325171,14,21135,31258,text,non-multipart,8,0.05276839,0.09591890,23.31543256,non-spam
40075,1252361937,8,21065,30290,HTML,non-multipart,169,0.42849309,0.01452074,17.46740622,non-spam
40981,1252378266,3,20710,30688,text,non-multipart,0,0.00000000,0.05870021,11.64333033,spam
41204,1252379064,0,22372,30028,text,multipart_text,2,0.04434251,0.12844037,4.23934773,spam
40394,1252383690,0,21861,30356,text,multipart_text,6,0.03302925,0.14061025,39.36623417,spam
40924,1252398102,3,22163,31225,text,multipart_text,5,0.07684918,0.13544669,11.89682882,spam
41673,1252411839,0,21896,30205,text,multipart_text,2,0.03602620,0.12609170,9.27290189,spam
41897,1252422000,0,21870,30960,text,non-multipart,10,0.12068966,0.10626959,10.13919486,non-spam
40081,1252422000,0,20245,30537,text,non-multipart,18,0.24053866,0.06477827,7.80447650,non-spam
40665,1252427581,3,20701,30799,text,non-multipart,5,0.01902863,0.11743385,23.81694171,spam
40133,1252439575,3,20701,30799,text,non-multipart,5,0.01902863,0.11743385,23.81694171,spam
40665,1252453210,3,20701,30799,text,non-multipart,5,0.01902863,0.11743385,23.81694171,spam
40797,1252481629,3,20710,30728,text,non-multipart,0,0.00000000,0.05870021,11.64333033,spam
40736,1252497121,0,21879,30542,text,multipart_text,3,0.02874251,0.06556886,7.98283094,spam
41205,1252497121,0,22169,30672,text,multipart_text,2,0.02075472,0.13584906,19.23221355,spam
41092,1252497121,4,21421,30181,text,multipart_text,2,0.01526353,0.18173146,25.41472306,spam
41462,1252497946,0,21861,30467,text,multipart_text,6,0.03306566,0.14076523,39.36623417,spam
41912,1252498122,0,20626,30871,text,non-multipart,28,0.14015043,0.09711511,32.00862373,non-spam
41898,1252508400,18,20010,30959,text,non-multipart,4,0.06307870,0.15885417,17.04362824,non-spam
40389,1252508400,10,21828,30262,text,multipart_text,2,0.01548330,0.11546118,19.27991847,spam
41925,1252508400,15,21290,31261,text,non-multipart,21,0.11646859,0.05942275,16.81756889,non-spam
41902,1252535252,19,20661,30363,text,non-multipart,36,0.07998451,0.06986540,41.41197915,non-spam
41113,1252545299,4,21461,30275,text,multipart_text,2,0.01414990,0.11076719,18.58610011,spam
40883,1252567048,4,21996,30508,text,multipart_text,3,0.04635762,0.20132450,18.04186429,spam
40007,1252569252,11,20973,30597,text,non-multipart,12,0.02414252,0.11913087,38.90478617,non-spam
41903,1252580192,8,20921,30886,text,non-multipart,21,0.09502126,0.06005413,40.69029046,non-spam
41870,1252594800,14,21575,30107,text,non-multipart,114,0.18388177,0.05462562,58.76633609,non-spam
41870,1252594800,14,21575,30107,text,non-multipart,114,0.18388177,0.05462562,58.76633609,non-spam
41671,1252609052,4,21828,30622,text,multipart_text,2,0.01550388,0.11561462,19.27991847,spam
41464,1252632600,10,21996,30624,text,multipart_text,3,0.04633716,0.20123566,18.04186429,spam
41050,1252652400,4,20909,30459,text,multipart_text,2,0.01890451,0.12578769,21.54756772,spam
41821,1252652400,0,22336,30406,text,multipart_text,2,0.02816901,0.06818182,9.08670769,spam
41926,1252678683,15,21206,31261,text,non-multipart,51,0.16976401,0.05707965,29.78189800,non-spam
40055,1252681200,0,20811,30449,text,non-multipart,5,0.09607352,0.11152882,7.17925601,non-spam
40968,1252744453,3,22108,31086,text,non-multipart,1,0.02617230,0.24536532,9.06710831,spam
40075,1252767600,8,21417,30290,HTML,non-multipart,42,0.33789302,0.03001225,6.68535142,non-spam
40977,1252889838,3,21498,30814,text,non-multipart,5,0.01998801,0.06536078,16.10023127,spam
40472,1252904451,0,22108,31086,text,non-multipart,3,0.06457399,0.24484305,9.61393125,spam
41581,1252916415,3,22302,30194,text,multipart_text,2,0.02317161,0.14989138,13.51965819,spam
40914,1252918366,0,22026,30206,text,multipart_text,4,0.03616191,0.03698377,10.42859943,spam
41925,1252932001,15,21207,31261,text,non-multipart,44,0.16172860,0.05671959,26.26729646,non-spam
40078,1252938081,19,21724,30855,text,non-multipart,61,0.18090584,0.03073770,16.37572028,non-spam
41918,1252940400,15,22254,30787,text,non-multipart,66,0.18236715,0.05661232,33.67849163,non-spam
41923,1252940400,14,21057,31258,text,non-multipart,9,0.05472514,0.09116739,21.10266160,non-spam
41888,1252961721,0,21101,30876,HTML,multipart_text,13,0.20160962,0.05715159,14.45650896,non-spam
40390,1252979226,0,22169,30628,text,multipart_text,2,0.02080706,0.13619168,19.23221355,spam
41897,1252980646,0,21537,30960,text,non-multipart,10,0.12148943,0.10129378,9.85500372,non-spam
41897,1252988504,0,21537,30960,text,non-multipart,10,0.12148943,0.10129378,9.85500372,non-spam
40374,1252992900,0,22179,30469,text,multipart_text,1,0.01679587,0.15116279,15.85198542,spam
41913,1253049943,14,21643,30727,text,non-multipart,11,0.04490764,0.09252669,34.56744150,non-spam
40073,1253058004,8,22180,30290,HTML,non-multipart,53,0.37584116,0.02467392,6.48935753,non-spam
40129,1253064009,3,21498,30800,text,non-multipart,5,0.01998801,0.06536078,16.10023127,spam
41220,1253076955,4,22093,30010,text,multipart_text,3,0.04352127,0.09297725,14.37156521,spam
41072,1253078155,0,21585,30172,text,multipart_text,1,0.00964320,0.18370299,25.41472306,spam
40722,1253095633,0,21617,30014,text,multipart_text,4,0.04468413,0.18836672,24.28230959,spam
41926,1253103500,15,21208,31261,text,non-multipart,41,0.15594311,0.05282763,22.76249461,non-spam
41902,1253113200,19,20001,30363,text,non-multipart,9,0.06179260,0.11058428,24.57959312,non-spam
41868,1253117808,3,21033,30880,HTML,multipart_text,40,0.19124424,0.06026786,21.18105915,non-spam
40435,1253129804,0,22093,30329,text,multipart_text,3,0.04344964,0.09282423,14.37156521,spam
40098,1253134208,10,21944,30423,text,non-multipart,7,0.10973801,0.09639150,10.49351260,non-spam
40933,1253149200,0,20652,30351,text,multipart_text,2,0.03720020,0.18942731,16.01705147,spam
40585,1253169436,10,21952,30194,text,multipart_text,2,0.01587662,0.13812656,26.87315276,spam
40583,1253173779,8,21960,30283,text,multipart_text,3,0.03779322,0.11337967,7.82015601,spam
41903,1253178609,8,20922,30886,text,non-multipart,23,0.10303954,0.05803912,39.12037944,non-spam
41922,1253199600,14,20941,31258,text,non-multipart,9,0.05028377,0.08955732,22.12966955,non-spam
41466,1253199600,4,21952,30124,text,multipart_text,2,0.01587302,0.13809524,26.87315276,spam
41925,1253199600,15,21289,31261,text,non-multipart,22,0.11368910,0.06770723,20.25922151,non-spam
41334,1253237400,0,21617,30233,text,multipart_text,4,0.05337400,0.18642775,24.28230959,spam
40063,1253241094,18,20204,30538,text,non-multipart,7,0.17859892,0.00000000,0.00000000,non-spam
41127,1253263510,4,21736,30179,text,multipart_text,3,0.02222706,0.10655916,22.20238329,spam
41340,1253269655,0,21589,30491,text,multipart_text,2,0.02636364,0.12409091,11.63027714,spam
41484,1253331024,10,21736,30334,text,multipart_text,3,0.02223676,0.10660562,22.20238329,spam
40621,1253372400,3,20707,30805,text,non-multipart,2,0.16666667,0.25833333,3.71212418,spam
41243,1253372400,4,21588,30351,text,multipart_text,4,0.06232814,0.14161320,13.69691506,spam
40219,1253420417,10,21588,30137,text,multipart_text,4,0.06232814,0.14161320,13.69691506,spam
40441,1253466283,0,22186,30822,text,non-multipart,0,0.00000000,0.02787286,4.00000000,spam
40622,1253545200,3,20707,30851,text,non-multipart,2,0.16666667,0.25833333,3.71212418,spam
41926,1253597117,15,21209,31261,text,non-multipart,53,0.18317586,0.04686071,21.87573988,non-spam
40049,1253631600,0,20833,30449,text,non-multipart,5,0.11734694,0.13469388,6.47367802,non-spam
40078,1253696933,19,21725,30855,text,non-multipart,50,0.17151562,0.03548599,16.58935361,non-spam
40885,1253700073,4,21616,30679,text,multipart_text,2,0.05279035,0.12669683,4.23934773,spam
40932,1253736326,4,20019,30271,text,multipart_text,2,0.03727317,0.18979892,16.01705147,spam
41824,1253769836,13,22259,30623,text,multipart_text,3,0.02221738,0.10651274,22.20238329,spam
41790,1253797899,3,21789,30626,text,multipart_text,2,0.02633969,0.12397820,11.63027714,spam
41903,1253804400,8,22382,30886,text,non-multipart,27,0.12407847,0.06027161,40.63933205,non-spam
40723,1253804400,4,21935,30122,text,multipart_text,2,0.03806417,0.12561175,9.27290189,spam
40127,1253804400,3,22357,30814,text,non-multipart,6,0.01888772,0.11152751,48.44976677,spam
40223,1253804400,0,21423,30128,text,multipart_text,2,0.01845556,0.12603205,21.54756772,spam
41066,1253842200,4,21532,30588,text,multipart_text,3,0.03772767,0.11318300,7.82015601,spam
41218,1253847443,4,22171,30407,text,multipart_text,3,0.02059774,0.11389338,30.25506644,spam
41925,1253871675,15,21210,31261,text,non-multipart,47,0.16212075,0.05263561,27.15906864,non-spam
40044,1253890800,0,20833,30449,text,non-multipart,5,0.11734694,0.13469388,6.47367802,non-spam
40888,1253977200,0,21789,30406,text,multipart_text,2,0.02647193,0.12460064,11.63027714,spam
41051,1253977200,4,20611,30093,text,multipart_text,1,0.01678141,0.15103270,15.85198542,spam
40916,1254081674,0,22259,30228,text,multipart_text,3,0.02225616,0.10669867,22.20238329,spam
41336,1254114424,0,22297,30492,text,multipart_text,6,0.02752294,0.14141095,39.36623417,spam
41925,1254146543,15,21211,31261,text,non-multipart,47,0.16369693,0.06298420,28.98028302,non-spam
41903,1254150000,8,21645,30886,text,non-multipart,27,0.12759354,0.06916120,51.31315903,non-spam
41914,1254150000,14,20932,31258,text,non-multipart,10,0.04747948,0.09788980,29.31327663,non-spam
40102,1254150000,10,21619,30423,text,non-multipart,7,0.10719459,0.09995171,11.70083493,non-spam
40580,1254169984,0,22218,30314,text,multipart_text,2,0.02519975,0.08666257,8.04946886,spam
41067,1254187800,0,22297,30488,text,multipart_text,6,0.02752294,0.14141095,39.36623417,spam
41897,1254192213,0,21623,30960,text,non-multipart,10,0.12072750,0.10159925,8.73544745,non-spam
41897,1254202194,0,21623,30960,text,non-multipart,10,0.12072750,0.10159925,8.73544745,non-spam
41467,1254236400,0,22218,30657,text,multipart_text,2,0.02524631,0.08682266,8.04946886,spam
41921,1254247260,14,20609,31258,text,non-multipart,10,0.05347711,0.09209947,24.74618792,non-spam
41124,1254267596,3,21657,30883,text,non-multipart,1,0.09282700,0.43037975,3.23977892,spam
40081,1254273608,0,21630,30537,text,non-multipart,19,0.26250596,0.05431158,6.34824193,non-spam
40991,1254275458,3,22162,30371,text,non-multipart,1,0.05513784,0.45112782,7.97695112,spam
40941,1254279097,0,21491,30327,text,multipart_text,1,0.00892857,0.12168367,24.70698914,spam
41941,1254297091,10,21004,30896,text,non-multipart,8,0.05841698,0.09182162,15.41295912,non-spam
41903,1254298867,8,21312,30886,text,non-multipart,17,0.07791635,0.06650214,40.37474031,non-spam
41929,1254299513,12,20183,30106,text,non-multipart,11,0.03154603,0.06070082,20.10744385,non-spam
41791,1254322800,6,21610,30555,text,multipart_text,2,0.01488706,0.16324435,24.96570107,spam
40602,1254325257,3,21651,30501,text,multipart_text,2,0.01667064,0.18147178,25.41472306,spam
41714,1254362400,3,21846,30077,text,multipart_text,4,0.01812850,0.10757131,26.97463839,spam
40440,1254393178,0,21521,30255,text,multipart_text,2,0.02829796,0.15730337,16.17819764,spam
41903,1254409200,8,22382,30886,text,non-multipart,26,0.11963853,0.07082324,51.12500490,non-spam
41910,1254409200,15,21164,30791,text,non-multipart,43,0.12557436,0.10643867,59.35278899,non-spam
40579,1254409200,4,21616,30014,text,multipart_text,2,0.04704097,0.12746586,4.23934773,spam
40640,1254429852,4,21671,30506,text,multipart_text,2,0.02188606,0.06855488,9.08670769,spam
40601,1254447000,4,22249,30030,text,multipart_text,2,0.01546961,0.11071823,18.58610011,spam
40882,1254464489,0,21610,30662,text,multipart_text,2,0.01487179,0.16307692,24.96570107,spam
40010,1254495600,23,20240,30533,HTML,multipart_text,27,0.20524700,0.00000000,0.00000000,non-spam
41883,1254582000,0,20332,30536,text,non-multipart,5,0.06515792,0.11415071,11.38136490,non-spam
40243,1254587317,4,21588,30472,text,multipart_text,4,0.06235672,0.14167813,13.69691506,spam
40058,1254640016,0,20781,30449,text,non-multipart,5,0.10828625,0.12711864,6.96562267,non-spam
40236,1254668400,0,21423,30324,text,multipart_text,2,0.01843765,0.12590975,21.54756772,spam
40395,1254668400,0,21939,30317,text,multipart_text,4,0.04802479,0.18938807,24.28230959,spam
40802,1254668400,3,21657,30883,text,non-multipart,1,0.09282700,0.43037975,3.23977892,spam
40100,1254712087,10,21867,30423,text,non-multipart,7,0.08497608,0.10277512,15.57563404,non-spam
41925,1254735085,15,21212,31261,text,non-multipart,42,0.17096723,0.05698908,25.24726589,non-spam
41914,1254754800,14,20934,30727,text,non-multipart,10,0.03620944,0.08761062,39.49080789,non-spam
40284,1254790250,3,22025,30814,text,non-multipart,7,0.01935994,0.09600948,50.54188389,spam
41886,1254807474,0,22004,30601,HTML,multipart_text,45,0.17705336,0.02759825,18.10199522,non-spam
41924,1254859519,14,20957,30860,text,non-multipart,8,0.09358946,0.11123520,14.42123006,non-spam
41377,1254881651,0,21502,30175,text,multipart_text,3,0.03133393,0.06535363,7.98283094,spam
41895,1254912455,17,21359,30920,text,non-multipart,6,0.03283190,0.10565903,24.98922034,non-spam
41337,1254927600,0,21520,30137,text,multipart_text,1,0.00985577,0.18317308,25.41472306,spam
41925,1254968479,15,21213,31261,text,non-multipart,39,0.14858690,0.06168556,25.52949708,non-spam
40075,1254970933,8,21431,30290,HTML,non-multipart,78,0.15798212,0.00177881,1.77570460,non-spam
40887,1254980176,0,21789,30418,text,multipart_text,2,0.02810517,0.12375340,11.63027714,spam
