@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40617,1264739426,0,21406,30725,text,multipart_text,3,0.02539889,0.15532400,27.76316099,spam
40001,1264744718,26,20671,30958,text,non-multipart,11,0.10716771,0.09081420,14.66034260,non-spam
40001,1264745522,19,21727,30855,text,non-multipart,53,0.21571355,0.04437285,15.75637960,non-spam
40949,1264746225,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40001,1264748602,10,21108,30896,text,non-multipart,12,0.04494489,0.07354618,22.23201756,non-spam
40001,1264750886,8,21699,30290,HTML,non-multipart,47,0.33786078,0.03197510,7.87699424,non-spam
40461,1264756135,3,21064,30720,text,non-multipart,2,0.03829787,0.26808511,13.97828388,spam
40664,1264757601,3,22234,30798,text,non-multipart,4,0.04090328,0.15977844,12.10109365,spam
40742,1264757777,8,21437,31021,text,multipart_text,2,0.02196997,0.09996338,9.47955784,spam
41492,1264759411,0,22057,30898,text,multipart_text,3,0.01280488,0.09557927,28.59158794,spam
40411,1264765980,6,21950,30127,text,multipart_text,2,0.01732327,0.14668902,22.30214417,spam
40575,1264766157,0,22274,30477,text,multipart_text,7,0.03218646,0.14079594,39.12712163,spam
40733,1264777200,3,22175,30353,text,multipart_text,2,0.02040816,0.19073783,20.60350437,spam
41363,1264777200,0,21437,31116,text,multipart_text,2,0.02192181,0.09974425,9.47955784,spam
40001,1264777200,0,20756,30449,text,non-multipart,5,0.09188973,0.11506193,7.53400494,non-spam
40001,1264777200,0,20746,30449,text,non-multipart,5,0.10411951,0.12765957,7.31057191,non-spam
40619,1264777200,0,22057,31139,text,multipart_text,3,0.01279123,0.09547739,28.59158794,spam
40001,1264813955,0,22382,30449,text,non-multipart,5,0.09484536,0.13608247,7.99655051,non-spam
40746,1264814979,0,22115,30844,text,multipart_text,4,0.06025492,0.11819235,9.61154012,spam
41060,1264815394,8,21502,31141,text,multipart_text,3,0.02961412,0.06551002,7.98283094,spam
40717,1264818161,0,21974,30770,text,multipart_text,2,0.01787796,0.17839098,23.34741876,spam
40988,1264822255,1,21656,30868,text,multipart_text,2,0.04104803,0.14541485,12.61459762,spam
41586,1264863600,10,22115,30121,text,multipart_text,4,0.06050029,0.11867365,9.61154012,spam
40001,1264863600,0,22382,30449,text,non-multipart,5,0.11917098,0.15854922,7.60848262,non-spam
40001,1264863600,0,20765,30449,HTML,non-multipart,14,0.13337085,0.05402364,8.20822390,non-spam
40380,1264863600,3,21688,30541,text,multipart_text,2,0.03438056,0.14937759,12.27572420,spam
40001,1264897618,23,20129,30533,HTML,multipart_text,8,0.04785842,0.00000000,0.00000000,non-spam
40001,1264901075,8,22382,30886,text,non-multipart,23,0.06954121,0.06139082,35.14758340,non-spam
41693,1264907663,6,21935,30642,text,multipart_text,2,0.03404723,0.12685338,9.27290189,spam
41459,1264940888,0,21596,30989,text,multipart_text,2,0.02387844,0.14978292,13.51965819,spam
41670,1264950000,0,21520,30672,text,multipart_text,1,0.00915222,0.18352601,25.41472306,spam
41098,1264950000,3,21670,31046,text,multipart_text,3,0.04174397,0.09044527,11.50350829,spam
41665,1264950000,3,21616,30581,text,multipart_text,2,0.05705706,0.12612613,4.23934773,spam
40001,1264950000,14,21351,30836,text,non-multipart,6,0.05845129,0.11090758,22.52796833,non-spam
40001,1264950000,0,20725,30449,text,non-multipart,5,0.10141093,0.15476190,9.53706244,non-spam
40001,1264950000,10,20680,30423,HTML,multipart_text,49,0.30700180,0.05116697,14.63878327,non-spam
40001,1264950000,12,20207,30106,text,non-multipart,15,0.02754838,0.07358560,36.43918310,non-spam
40001,1265002296,0,20055,30449,text,non-multipart,7,0.09552062,0.12103233,11.34063737,non-spam
40463,1265016185,3,21315,30825,text,non-multipart,2,0.08321377,0.20229555,9.91007801,spam
40465,1265017270,3,21405,30687,text,non-multipart,2,0.07834603,0.11425462,6.41072479,spam
41457,1265026277,4,22156,30631,text,multipart_text,3,0.02932255,0.07178969,8.90051350,spam
41322,1265028190,4,22005,30091,text,multipart_text,2,0.01955836,0.13627760,19.23221355,spam
41366,1265030558,3,21670,31020,text,multipart_text,3,0.04172462,0.09040334,11.50350829,spam
40001,1265031153,15,21266,31261,text,non-multipart,37,0.16674904,0.05604428,16.41840775,non-spam
40001,1265036400,0,20644,30871,text,non-multipart,24,0.10000917,0.08415070,30.15973502,non-spam
40001,1265036400,0,22382,30870,text,non-multipart,22,0.09122427,0.07280607,19.96915056,non-spam
40001,1265052521,15,22254,30787,text,non-multipart,73,0.20524333,0.04706611,25.26208302,non-spam
40001,1265055657,3,21029,30880,HTML,multipart_text,62,0.14245392,0.05503999,42.01564031,non-spam
40931,1265063342,0,21616,30465,text,multipart_text,2,0.05688623,0.12574850,4.23934773,spam
41103,1265076326,10,22299,30625,text,multipart_text,4,0.04744376,0.08793456,5.87632786,spam
40001,1265076631,0,20713,30449,text,non-multipart,5,0.09770603,0.12616822,8.10826702,non-spam
40001,1265079108,0,20738,30449,text,non-multipart,5,0.10337079,0.14292135,6.77354867,non-spam
40001,1265084307,19,21047,30895,text,non-multipart,7,0.07299270,0.11678832,17.42385638,non-spam
40001,1265084622,15,21287,31261,text,non-multipart,21,0.11842865,0.05441941,15.72850927,non-spam
40001,1265088152,0,20042,30449,text,non-multipart,5,0.09603340,0.12025052,7.11065815,non-spam
40869,1265089985,0,22165,31287,text,multipart_text,2,0.03183962,0.15919811,10.19560190,spam
40114,1265095274,3,22325,30825,text,non-multipart,1,0.04915515,0.37788018,7.73783858,spam
40114,1265096620,3,22325,30825,text,non-multipart,1,0.04915515,0.37788018,7.73783858,spam
40270,1265102799,3,21860,30687,text,non-multipart,2,0.07295597,0.14716981,5.13351103,spam
40001,1265103927,8,22382,30886,text,non-multipart,23,0.06953816,0.06138813,35.14758340,non-spam
41327,1265106199,0,21482,30904,text,multipart_text,2,0.06002928,0.13177160,9.65791227,spam
41815,1265106199,13,21939,30313,text,multipart_text,4,0.05812620,0.18699809,24.28230959,spam
40929,1265106313,0,21548,30810,text,multipart_text,2,0.02624672,0.14435696,12.41119517,spam
40001,1265122800,25,21305,31264,text,non-multipart,6,0.08508287,0.11353591,10.74089608,non-spam
40001,1265122800,11,21366,30394,text,non-multipart,22,0.13424875,0.08477077,23.99008271,non-spam
40001,1265122800,15,21267,31261,text,non-multipart,40,0.17466841,0.05856529,17.25726157,non-spam
40001,1265122800,0,21536,30960,text,non-multipart,9,0.12203390,0.09355932,7.71039944,non-spam
41202,1265124638,0,21965,30736,text,multipart_text,1,0.00806452,0.13267430,14.08608051,spam
40001,1265140195,0,21536,30960,text,non-multipart,9,0.12203390,0.09355932,7.71039944,non-spam
40001,1265143488,0,21536,30960,text,non-multipart,9,0.12203390,0.09355932,7.71039944,non-spam
40001,1265153882,0,20001,30870,text,non-multipart,42,0.08838887,0.05813641,43.50844734,non-spam
40001,1265155681,0,20877,30449,text,non-multipart,6,0.10106188,0.14829733,10.64442789,non-spam
40001,1265160004,0,20473,30449,text,non-multipart,6,0.09368635,0.11405295,8.91772177,non-spam
40001,1265162507,19,20001,30895,text,non-multipart,11,0.04124051,0.14549654,56.99000431,non-spam
40001,1265166396,0,20883,30449,text,non-multipart,7,0.07692308,0.08958433,11.00309670,non-spam
40001,1265166837,8,20945,30290,HTML,non-multipart,177,0.43332814,0.01729395,19.94825761,non-spam
40773,1265168724,3,21860,30825,text,non-multipart,2,0.07295597,0.14716981,5.13351103,spam
40965,1265170284,3,21315,30687,text,non-multipart,2,0.08321377,0.20229555,9.91007801,spam
40001,1265190217,0,20555,30870,text,non-multipart,21,0.09140643,0.07248689,21.93410686,non-spam
41233,1265192350,0,21399,30319,text,multipart_text,1,0.01085329,0.11976048,13.01638509,spam
41100,1265192600,0,21399,30583,text,multipart_text,1,0.01083707,0.11958146,13.01638509,spam
40576,1265192669,0,21436,31153,text,multipart_text,2,0.01367855,0.13483146,17.65904904,spam
41705,1265200302,10,21454,31051,text,multipart_text,3,0.01930088,0.20137251,40.43549841,spam
40200,1265209200,8,21333,30176,text,multipart_text,2,0.03126685,0.10997305,5.29183489,spam
40001,1265209200,15,21268,31261,text,non-multipart,37,0.16234390,0.05619597,18.57477167,non-spam
40001,1265209200,0,20645,30871,text,non-multipart,17,0.16000686,0.07511576,15.12963036,non-spam
40001,1265209200,0,20525,30870,text,non-multipart,13,0.06380725,0.06393963,16.01662028,non-spam
40001,1265209200,14,20984,31258,text,non-multipart,7,0.04230213,0.12857620,36.81592254,non-spam
40620,1265227287,4,21939,30278,text,multipart_text,4,0.05817069,0.18714122,24.28230959,spam
40001,1265235228,0,22316,30449,text,non-multipart,5,0.09770603,0.12616822,8.10826702,non-spam
40774,1265245626,3,22325,30687,text,non-multipart,1,0.04915515,0.37788018,7.73783858,spam
41692,1265250656,0,21950,30776,text,multipart_text,2,0.01621017,0.14673002,22.30214417,spam
40741,1265255936,6,21454,31188,text,multipart_text,3,0.01929260,0.20128617,40.43549841,spam
40001,1265259096,0,20764,30449,text,non-multipart,7,0.07723675,0.08994963,11.00309670,non-spam
40001,1265268456,0,20292,30215,HTML,multipart_text,161,0.12382801,0.04465512,74.79365764,non-spam
41786,1265272554,0,22210,31204,text,multipart_text,2,0.04103343,0.18693009,6.04837129,spam
40948,1265277390,12,21347,30868,text,multipart_text,4,0.03759874,0.13270142,11.70671475,spam
41128,1265281446,0,22225,30269,text,multipart_text,6,0.04375157,0.08976616,10.71737682,spam
40001,1265288445,15,21269,31261,text,non-multipart,34,0.15851927,0.06115619,17.98874995,non-spam
41816,1265295600,3,21334,30479,text,multipart_text,3,0.02400662,0.12748344,19.27490102,spam
40805,1265295600,3,22276,31266,text,non-multipart,5,0.06009615,0.31370192,16.24005331,spam
40195,1265295600,0,21567,31250,text,multipart_text,3,0.03849765,0.13427230,13.45192270,spam
40001,1265314571,0,20001,30870,text,non-multipart,34,0.08750331,0.05381255,32.95527420,non-spam
40001,1265323736,0,20723,30449,text,non-multipart,5,0.11268986,0.13816756,6.02289209,non-spam
40001,1265324259,19,20001,30893,text,non-multipart,5,0.03551593,0.11926337,24.29387323,non-spam
40001,1265326127,3,21930,30872,HTML,non-multipart,28,0.18955030,0.04516901,14.51769825,non-spam
40001,1265335208,10,21776,30896,text,non-multipart,14,0.04953452,0.07061303,21.88271726,non-spam
40001,1265344686,0,22318,30449,text,non-multipart,5,0.09567388,0.11106489,6.97346243,non-spam
40001,1265345378,0,20009,30788,text,non-multipart,4,0.08840701,0.15763136,17.63160989,non-spam
40978,1265348650,3,22234,30798,text,non-multipart,4,0.04090328,0.15977844,12.10109365,spam
40001,1265349783,8,20915,30290,HTML,non-multipart,66,0.31873905,0.03790343,16.36352946,non-spam
40964,1265353518,3,21958,30825,text,non-multipart,2,0.07204969,0.33540373,9.70451962,spam
40965,1265355136,3,22325,30687,text,non-multipart,1,0.04915515,0.37788018,7.73783858,spam
41812,1265363158,10,21649,31253,text,multipart_text,1,0.01395573,0.16169394,10.80514288,spam
40445,1265364393,6,21591,30868,text,multipart_text,4,0.03750394,0.13236685,11.70671475,spam
41554,1265366426,0,22225,30797,text,multipart_text,6,0.04372958,0.08972104,10.71737682,spam
40001,1265366473,0,20760,30449,text,non-multipart,5,0.11917098,0.15854922,7.60848262,non-spam
40001,1265382000,0,20809,30449,text,non-multipart,5,0.09433962,0.13166530,8.97107130,non-spam
41062,1265397214,0,22218,30771,text,multipart_text,2,0.02223595,0.08709080,8.04946886,spam
40466,1265414854,3,21405,30825,text,non-multipart,2,0.07834603,0.11425462,6.41072479,spam
40467,1265419495,3,21315,30687,text,non-multipart,2,0.08309456,0.20200573,9.91007801,spam
40388,1265419720,4,21491,31179,text,multipart_text,1,0.00841407,0.12162162,24.70698914,spam
40569,1265432761,0,22273,31127,text,multipart_text,2,0.03862661,0.15879828,9.60566030,spam
41329,1265454324,10,21451,30187,text,multipart_text,3,0.01870968,0.20193548,40.43549841,spam
40720,1265454453,4,21651,31070,text,multipart_text,2,0.01572552,0.18155826,25.41472306,spam
40718,1265463712,3,21451,30179,text,multipart_text,3,0.01870968,0.20193548,40.43549841,spam
41704,1265468400,4,21437,31222,text,multipart_text,2,0.02124542,0.10000000,9.47955784,spam
40001,1265468400,0,20524,30870,text,non-multipart,16,0.06772415,0.06041174,19.62333895,non-spam
40001,1265468400,0,20711,30449,text,non-multipart,6,0.09368635,0.11405295,8.91772177,non-spam
40001,1265468400,0,20764,30449,text,non-multipart,7,0.07723675,0.08994963,11.00309670,non-spam
40001,1265482593,10,20070,30423,HTML,multipart_text,8,0.04988794,0.01469245,4.63917526,non-spam
40271,1265505779,3,21484,30825,text,non-multipart,2,0.12774451,0.22155689,5.30249696,spam
40467,1265508078,3,21316,30687,text,non-multipart,1,0.02914573,0.16582915,5.82188076,spam
40001,1265508903,8,20045,30886,text,non-multipart,23,0.07000441,0.05902073,32.77801733,non-spam
41105,1265533021,0,21626,30816,text,multipart_text,5,0.07028599,0.13669413,11.89682882,spam
41787,1265537481,0,22249,31131,text,multipart_text,2,0.01461470,0.11093888,18.58610011,spam
40199,1265537731,3,22249,31034,text,multipart_text,2,0.01458886,0.11074271,18.58610011,spam
41663,1265554800,0,22274,30622,text,multipart_text,7,0.03112593,0.14101953,39.12712163,spam
40001,1265554800,15,21270,31261,text,non-multipart,38,0.16758660,0.06223829,20.10309278,non-spam
40001,1265554800,14,21091,30789,text,non-multipart,6,0.09619450,0.15618393,20.40492337,non-spam
40001,1265554800,0,20033,30449,text,non-multipart,6,0.05804416,0.12176656,14.98612363,non-spam
40001,1265554800,12,20065,30106,text,non-multipart,14,0.02974121,0.07300116,38.07812316,non-spam
40964,1265575193,3,21316,30825,text,non-multipart,1,0.02914573,0.16582915,5.82188076,spam
40467,1265599910,3,21405,30687,text,non-multipart,2,0.07834603,0.11425462,6.41072479,spam
41215,1265625136,0,21357,30797,text,multipart_text,4,0.04449559,0.13808976,15.20324566,spam
41226,1265626861,0,22294,31066,text,multipart_text,3,0.02021109,0.11587694,20.03057505,spam
41231,1265628689,3,21527,30156,text,multipart_text,3,0.01590203,0.07951014,21.54929246,spam
41582,1265628770,3,21670,31282,text,multipart_text,3,0.04054054,0.09086673,11.50350829,spam
41582,1265633937,3,21670,31282,text,multipart_text,3,0.04054054,0.09086673,11.50350829,spam
40001,1265641200,15,21271,31261,text,non-multipart,36,0.17011985,0.05149299,15.79165850,non-spam
40001,1265641200,0,20646,30871,text,non-multipart,22,0.14751262,0.08132660,17.42777625,non-spam
40001,1265641200,0,22382,30870,text,non-multipart,25,0.09504051,0.07024303,18.09893771,non-spam
40001,1265641200,19,20926,30893,text,non-multipart,8,0.09492813,0.10821806,13.81560895,non-spam
40001,1265660339,14,21117,31258,text,non-multipart,8,0.04340278,0.12224265,37.53522010,non-spam
40001,1265668129,0,22084,30449,text,non-multipart,5,0.09670782,0.11111111,7.02834072,non-spam
40001,1265677957,19,20470,30895,text,non-multipart,32,0.14508629,0.06324274,17.76880561,non-spam
40001,1265680823,0,20063,30449,text,non-multipart,5,0.09476720,0.12237330,7.52224531,non-spam
40634,1265683938,4,21935,30021,text,multipart_text,2,0.03400987,0.12671421,9.27290189,spam
40271,1265687391,3,21860,30825,text,non-multipart,2,0.07295597,0.14716981,5.13351103,spam
40774,1265697839,3,21484,30687,text,non-multipart,2,0.12774451,0.22155689,5.30249696,spam
41785,1265714017,0,22184,31279,text,multipart_text,4,0.03618090,0.09447236,14.82693740,spam
40410,1265717545,0,22225,30147,text,multipart_text,6,0.04379562,0.08985653,10.71737682,spam
40001,1265718118,0,21707,30537,text,non-multipart,18,0.24524313,0.06060606,7.02050096,non-spam
40001,1265718331,15,21272,31261,text,non-multipart,42,0.16372500,0.06631367,23.65254204,non-spam
40001,1265727600,0,21874,30960,text,non-multipart,9,0.12249064,0.09186798,7.80251656,non-spam
40001,1265727600,0,21874,30960,text,non-multipart,9,0.12249064,0.09186798,7.80251656,non-spam
40001,1265736313,0,20001,30870,text,non-multipart,39,0.08939794,0.06079295,37.00168555,non-spam
40001,1265747164,0,21874,30960,text,non-multipart,9,0.12249064,0.09186798,7.80251656,non-spam
40001,1265758675,0,20058,30449,text,non-multipart,5,0.06605399,0.09649627,10.27094195,non-spam
40001,1265764805,19,21640,30895,text,non-multipart,23,0.10505275,0.07928928,18.05691662,non-spam
40001,1265766563,8,20029,30886,text,non-multipart,23,0.07000441,0.05902073,32.77801733,non-spam
41662,1265767305,0,22225,30762,text,multipart_text,6,0.04371859,0.08969849,10.71737682,spam
41324,1265788121,0,22165,31112,text,multipart_text,2,0.03185841,0.15929204,10.19560190,spam
40951,1265788497,3,21528,30864,text,multipart_text,2,0.03335981,0.15488483,9.06013092,spam
40773,1265814000,3,21405,30825,text,non-multipart,2,0.07826087,0.11413043,6.41072479,spam
40965,1265814000,3,21316,30687,text,non-multipart,1,0.02914573,0.16582915,5.82188076,spam
40001,1265814000,11,20974,30597,text,non-multipart,9,0.02776731,0.13946476,30.99447297,non-spam
40001,1265814000,0,20536,30870,text,non-multipart,6,0.06223044,0.10998152,9.48610403,non-spam
40001,1265816283,0,22215,30449,text,non-multipart,6,0.07768083,0.08696876,9.15291443,non-spam
40001,1265816440,0,22382,30449,text,non-multipart,5,0.11363636,0.15118577,8.32190036,non-spam
40001,1265818444,0,22216,30449,text,non-multipart,6,0.10132159,0.10792952,8.23762299,non-spam
40732,1265850133,0,22184,31047,text,multipart_text,4,0.03620516,0.09453570,14.82693740,spam
40774,1265851999,3,21860,30687,text,non-multipart,2,0.07304786,0.14735516,5.13351103,spam
40116,1265852141,3,21484,30825,text,non-multipart,2,0.12774451,0.22155689,5.30249696,spam
40001,1265852663,17,20324,30064,HTML,multipart_text,12,0.04046299,0.00000000,0.00000000,non-spam
40448,1265875149,0,21966,30865,text,multipart_text,2,0.03304485,0.15342250,9.06013092,spam
40646,1265884128,9,21757,31174,text,multipart_text,3,0.04174229,0.10707804,5.33342480,spam
41123,1265884232,8,21060,30863,text,multipart_text,3,0.04169184,0.10694864,5.33342480,spam
40872,1265900400,12,21795,31073,text,multipart_text,2,0.03534483,0.14612069,20.01575791,spam
40871,1265900400,4,21357,30244,text,multipart_text,4,0.04415683,0.13703845,15.20324566,spam
40927,1265900400,0,22299,30628,text,multipart_text,4,0.04742437,0.08789861,5.87632786,spam
41480,1265900400,0,22175,30452,text,multipart_text,2,0.02113503,0.19021526,20.60350437,spam
40876,1265900400,0,21406,30775,text,multipart_text,3,0.02815534,0.15436893,27.76316099,spam
40001,1265900400,15,21273,31261,text,non-multipart,36,0.16033590,0.06708329,20.28818941,non-spam
